date,plan_id,published_at,bias,direction,priority,entry_low,entry_high,trigger_price,stop_loss,tp1,tp2,confirmation,cancel_condition,event_risk,result,triggered_at,exit_at,exit_price,pnl_r,notes,point_basis,plan_session,plan_version
2026-07-06,S2,2026-07-06T06:05:01.962416+08:00,偏多,空,3,4114.74,4116.41,4114.74,4120.08,4109.73,4105.72,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-06 亚盘初始 06:05
2026-07-06,S1,2026-07-06T14:30:02.171702+08:00,偏空,空,1,4154.26,4159.68,4154.26,4162.14,4146.86,4140.94,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,盈利,2026-07-06T16:03+08:00,2026-07-06T17:25+08:00,4154.26,0.47,TP1 后剩余仓位保本,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,europe,2026-07-06 欧盘更新 14:30
2026-07-06,B2,2026-07-06T14:30:02.171702+08:00,偏空,多,2,4206.52,4208.98,4208.98,4201.1,4216.38,4222.3,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,europe,2026-07-06 欧盘更新 14:30
2026-07-06,S2,2026-07-06T14:30:02.171702+08:00,偏空,空,3,4129.81,4132.28,4129.81,4137.7,4122.42,4116.5,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,亏损,2026-07-07T01:44+08:00,2026-07-07T01:59+08:00,4137.7,-1,先触及止损,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,europe,2026-07-06 欧盘更新 14:30
2026-07-06,S1,2026-07-06T20:00:02.096874+08:00,震荡,空,1,4150.65,4154.24,4150.65,4155.87,4145.76,4141.85,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,盈利,2026-07-06T20:01+08:00,2026-07-06T20:28+08:00,4141.85,1.311,TP2 完成,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,us,2026-07-06 美盘更新 20:00
2026-07-06,B2,2026-07-06T20:00:02.096874+08:00,震荡,多,2,4206.52,4208.15,4208.15,4202.93,4213.04,4216.95,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,us,2026-07-06 美盘更新 20:00
2026-07-06,S2,2026-07-06T20:00:02.096874+08:00,震荡,空,3,4130.65,4132.28,4130.65,4135.87,4125.76,4121.85,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,亏损,2026-07-07T01:44+08:00,2026-07-07T01:51+08:00,4135.87,-1,先触及止损,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,us,2026-07-06 美盘更新 20:00
2026-07-07,B1,2026-07-07T06:05:01.868844+08:00,偏多,多,1,4164.65,4167.15,4167.15,4163.45,4170.65,4173.15,M5 收回触发价上方，且回踩不跌破入场区下沿。,M5 有效跌破入场区下沿，或数据/美债美元同步压制黄金。,中,亏损,2026-07-07T09:01+08:00,2026-07-07T10:07+08:00,4163.45,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴上方确认；止损放回踩区下沿外；TP 参考日内阻力和 ATR 扩展。,asia,2026-07-07 亚盘初始 06:05
2026-07-07,B2,2026-07-07T06:05:01.868844+08:00,偏多,多,2,4202.87,4204.07,4204.07,4200.37,4207.57,4210.07,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,asia,2026-07-07 亚盘初始 06:05
2026-07-07,S2,2026-07-07T06:05:01.868844+08:00,偏多,空,3,4126.34,4127.54,4126.34,4130.04,4122.84,4120.34,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,亏损,2026-07-07T12:27+08:00,2026-07-07T12:27+08:00,4130.04,-1,先触及止损,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-07 亚盘初始 06:05
2026-07-07,S1,2026-07-07T14:30:02.207147+08:00,偏空,空,1,4125.54,4130.78,4125.54,4133.16,4118.4,4112.69,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-07T14:48+08:00,2026-07-07T15:03+08:00,4133.16,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,europe,2026-07-07 欧盘更新 14:30
2026-07-07,B2,2026-07-07T14:30:02.207147+08:00,偏空,多,2,4201.9,4204.28,4204.28,4196.66,4211.42,4217.13,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,europe,2026-07-07 欧盘更新 14:30
2026-07-07,S2,2026-07-07T14:30:02.207147+08:00,偏空,空,3,4114.3,4116.68,4114.3,4121.92,4107.16,4101.45,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,europe,2026-07-07 欧盘更新 14:30
2026-07-07,S1,2026-07-07T20:00:02.205760+08:00,震荡,空,1,4131.44,4136.24,4131.44,4138.42,4124.9,4119.67,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-07T20:35+08:00,2026-07-07T21:27+08:00,4138.42,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,us,2026-07-07 美盘更新 20:00
2026-07-07,B2,2026-07-07T20:00:02.205760+08:00,震荡,多,2,4201.9,4204.08,4204.08,4197.1,4210.62,4215.85,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,us,2026-07-07 美盘更新 20:00
2026-07-07,S2,2026-07-07T20:00:02.205760+08:00,震荡,空,3,4114.5,4116.68,4114.5,4121.48,4107.96,4102.73,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,us,2026-07-07 美盘更新 20:00
2026-07-08,S1,2026-07-08T06:05:01.516842+08:00,偏空,空,1,4100.11,4104.84,4100.11,4106.99,4093.66,4088.5,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,盈利,2026-07-08T06:15+08:00,2026-07-08T06:20+08:00,4100.11,0.469,TP1 后剩余仓位保本,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,asia,2026-07-08 亚盘初始 06:05
2026-07-08,B2,2026-07-08T06:05:01.516842+08:00,偏空,多,2,4180.45,4182.6,4182.6,4175.72,4189.05,4194.21,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,asia,2026-07-08 亚盘初始 06:05
2026-07-08,S2,2026-07-08T06:05:01.516842+08:00,偏空,空,3,4070.33,4072.48,4070.33,4077.21,4063.88,4058.72,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,盈利,2026-07-08T19:37+08:00,2026-07-08T19:47+08:00,4070.33,0.469,TP1 后剩余仓位保本,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-08 亚盘初始 06:05
2026-07-08,S1,2026-07-08T14:30:02.194505+08:00,震荡,空,1,4119.51,4124.64,4119.51,4126.97,4112.52,4106.93,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-08T18:05+08:00,2026-07-08T18:44+08:00,4126.97,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,europe,2026-07-08 欧盘更新 14:30
2026-07-08,B2,2026-07-08T14:30:02.194505+08:00,震荡,多,2,4180.45,4182.78,4182.78,4175.32,4189.77,4195.36,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,europe,2026-07-08 欧盘更新 14:30
2026-07-08,S2,2026-07-08T14:30:02.194505+08:00,震荡,空,3,4070.15,4072.48,4070.15,4077.61,4063.16,4057.57,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,盈利,2026-07-08T19:37+08:00,2026-07-08T19:47+08:00,4070.15,0.468,TP1 后剩余仓位保本,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,europe,2026-07-08 欧盘更新 14:30
2026-07-08,S1,2026-07-08T20:00:02.172399+08:00,偏空,空,1,4058.86,4066.25,4058.86,4069.6,4048.8,4040.75,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,盈利,2026-07-08T20:15+08:00,2026-07-08T21:09+08:00,4040.75,1.311,TP2 完成,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,us,2026-07-08 美盘更新 20:00
2026-07-08,B2,2026-07-08T20:00:02.172399+08:00,偏空,多,2,4160.64,4164.0,4164.0,4153.26,4174.06,4182.12,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,us,2026-07-08 美盘更新 20:00
2026-07-08,S2,2026-07-08T20:00:02.172399+08:00,偏空,空,3,4037.3,4040.66,4037.3,4048.04,4027.24,4019.19,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,盈利,2026-07-09T01:44+08:00,2026-07-09T02:53+08:00,4037.3,0.468,TP1 后剩余仓位保本,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,us,2026-07-08 美盘更新 20:00
2026-07-09,S1,2026-07-09T06:05:01.531877+08:00,偏空,空,1,4067.59,4071.83,4067.59,4073.76,4061.81,4057.18,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-09T12:03+08:00,2026-07-09T12:09+08:00,4073.76,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,asia,2026-07-09 亚盘初始 06:05
2026-07-09,B2,2026-07-09T06:05:01.531877+08:00,偏空,多,2,4134.0,4135.93,4135.93,4129.76,4141.71,4146.34,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,亏损,2026-07-10T01:05+08:00,2026-07-10T01:07+08:00,4129.76,-1,先触及止损,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,asia,2026-07-09 亚盘初始 06:05
2026-07-09,S2,2026-07-09T06:05:01.531877+08:00,偏空,空,3,4019.57,4021.49,4019.57,4025.73,4013.78,4009.16,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-09 亚盘初始 06:05
2026-07-09,B1,2026-07-09T14:30:01.722518+08:00,偏多,多,1,4098.65,4105.51,4105.51,4095.54,4114.85,4122.33,M5 收回触发价上方，且回踩不跌破入场区下沿。,M5 有效跌破入场区下沿，或数据/美债美元同步压制黄金。,中,盈利,2026-07-09T17:33+08:00,2026-07-09T20:34+08:00,4105.51,0.468,TP1 后剩余仓位保本,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴上方确认；止损放回踩区下沿外；TP 参考日内阻力和 ATR 扩展。,europe,2026-07-09 欧盘更新 14:30
